name,type,latitude,longitude,province,city
Granja Don Raúl Luís,zoo,-33.8231532,-60.5510322,,
Cabañas del Viento,chalet,-45.6874133,-70.256382,,
barcaza aceradero palena,attraction,-43.9706878,-71.5193059,,
Encuentros I,artwork,-27.4223317,-58.9560558,,
Imagen del alba,artwork,-27.4343193,-58.9674099,,
La Hazana,artwork,-34.6233946,-58.3643086,,
Los peces en el bosque,artwork,-27.4345578,-58.9677142,,
Gloriosa nación,artwork,-27.4318829,-58.9690726,,
Sirena del amanecer,artwork,-27.4430417,-58.9809072,,
Enterratorio Eltuwe,archaeological_site,-40.8108618,-62.9691034,,
Renacer,artwork,-27.4434966,-58.992102,,
Alfredo Pértile,artwork,-27.4464915,-58.9897917,,
Sueño y promesa,artwork,-27.4433466,-58.9865345,,
Descendencia,artwork,-27.4415074,-58.9844793,,
Transformación emocional,artwork,-27.4398509,-58.9828732,,
Ecuanimidad de ánimo,artwork,-27.4399452,-58.9829624,,
Memorial por el Centenario del Genocidio Armenio,memorial,-34.5884827,-58.4257123,,
San Martín,artwork,-36.0004816,-60.8569833,,
Crisol Suites Catalinas,hotel,-34.600859,-58.3717046,,Ciudad Autónoma de Buenos Aires
Madre escudo,artwork,-27.4539022,-58.9757721,,
Árbol de la vida,artwork,-27.4542039,-58.9755445,,
Virtud,artwork,-27.4544594,-58.976134,,
Benteveo Hostel,hostel,-25.6046699,-54.5661554,,
Alpha House Hostel,hostel,-24.7957712,-65.4116323,,
El Rancho de mi abuelo,apartment,-34.2485828,-59.4821201,,
Tótem urbano,artwork,-27.4634662,-58.9861248,,
Equilibrio de la luz,artwork,-27.4604544,-58.9811542,,
El Naguel,artwork,-27.4598924,-58.9800623,,
Dante Alighieri,artwork,-27.4600658,-58.9800658,,
Ídolo de la fertilidad,artwork,-27.459524,-58.9835769,,
Ana María,artwork,-27.4593275,-58.9843214,,
El Quijote,artwork,-27.4576857,-58.9865276,,
Tumor,artwork,-27.4564826,-58.9873611,,
Torso II,artwork,-27.4560465,-58.988021,,
Parásito,artwork,-27.4492736,-58.992334,,
De la serie de las ventanas III,artwork,-27.4467618,-58.9950926,,
Simbolismo vital,artwork,-27.4364132,-59.0029622,,
El Tano Juan,memorial,-34.6622152,-58.4318389,,
Hueso auxiliar,artwork,-34.344132,-58.726267,,
Mundo disco,artwork,-34.3183517,-58.7090224,,
El canto del pájaro que vuela,artwork,-34.3393777,-58.7301609,,
La Paraeólica,artwork,-34.3437301,-58.7259324,,
Conjunto Escultórico Polideportivo,artwork,-34.3518955,-58.7328904,,
Bañistas,artwork,-34.3439753,-58.7239187,,
Poligomantes,artwork,-34.3320831,-58.7348548,,
Sueñeros,artwork,-34.3442466,-58.7266666,,
San Alfonso,artwork,-27.4438902,-58.9697605,,
Energía vital,artwork,-27.4438468,-58.9695186,,
Instante en la vida de una mujer,artwork,-27.4520906,-58.9748182,,
Trompetas de la fama,artwork,-27.4542456,-58.9735742,,
Momento de Big Bang,artwork,-27.4512246,-58.9742767,,
Abstracción geométrica,artwork,-34.3431168,-58.7207975,,
Iguazu Hojas Verdes,hotel,-25.5949821,-54.5722538,,
Pareja en primavera,artwork,-27.4482386,-58.9790875,,
El vigía,artwork,-27.4492272,-58.9755436,,
El David del Chaco,artwork,-27.4372638,-58.9811214,,
Simplemente mujer,artwork,-27.4415997,-58.984818,,
Cuando llegue la hora estaré esperándote,artwork,-27.4443046,-58.9835745,,
Competencia,artwork,-27.4460203,-58.9719576,,
Madre e hijo,artwork,-27.4450473,-58.9712006,,
Cartel de Dique F. Ameghino,attraction,-43.7010334,-66.4754749,,
Casa Caravati - Museo de la Ciudad,museum,-28.474176,-65.7779691,,
Departamentos Alsina,apartment,-24.7803786,-65.4043097,,
Amanecer de la Bahia,hostel,-54.8037517,-68.3084364,,
Árbol de la Vida,artwork,-32.8917064,-64.8671575,,
La Madre,artwork,-32.884103,-64.8638078,,
Angel de la Bicicleta,artwork,-32.8912883,-64.8674737,,
iglesia San Cayetano,monument,-28.5896854,-65.5231844,,
curva del diablo,picnic_site,-28.4828332,-65.6098644,,
el pescador,artwork,-32.8915921,-64.867238,,
La villa el chacay y la luna,artwork,-32.8914187,-64.867528,,
Mantis,artwork,-32.8915166,-64.8669959,,
Mirador El Balcon,viewpoint,-25.1731961,-65.8479105,,
Los Angeles,information,-34.4589444,-60.1772663,,
La Coplera,apartment,-25.1199085,-66.172381,,
Cartel de Mencué,attraction,-40.4230267,-69.6105829,,
Cerro de la Cruz,peak,-40.4229986,-69.6064905,,
Mirador Cerro de la Cruz,viewpoint,-40.4228813,-69.6102167,,
Pacifico Apartamentos,apartment,-54.8089102,-68.3190773,,
Casa Palmera Galeria,gallery,-32.8917199,-68.8524394,,
Hostal Killari,hotel,-26.0743216,-65.9804743,,
Tu lugar La Viña,guest_house,-24.1796698,-65.284259,,
Orfelia,artwork,-27.4446736,-58.9881569,,
Maternidad,artwork,-27.4471054,-58.9905399,,
Ego,artwork,-27.4496945,-58.9936063,,
La ilusión,artwork,-27.4475517,-58.9906975,,
Busto de Belgrano,artwork,-27.4474226,-58.991077,,
Modelando,artwork,-27.4474285,-58.9913345,,
Dimensión,artwork,-27.4444543,-58.9921881,,
Reflexión,artwork,-27.444506,-58.9922591,,
La noche,artwork,-27.4538272,-58.9798863,,
Busto del General San Martín,artwork,-27.4538177,-58.9800499,,
Revolución,artwork,-27.4567,-58.9840061,,
Mujer de Acuario,artwork,-27.4569451,-58.9842757,,
Semicorchea,artwork,-27.4570975,-58.9844447,,
Rompecabeza,artwork,-27.456988,-58.9938399,,
Los sonidos del viento,artwork,-27.4390708,-59.0017028,,
Familia,artwork,-27.4392648,-59.0019281,,
Fraternidad II,artwork,-27.4388173,-59.0022982,,
Fraternidad III,artwork,-27.4387269,-59.0024082,,
Esfuerzo compartido,artwork,-27.439708,-58.9992237,,
Desde las entrañas,artwork,-27.4475057,-58.9922654,,
Juan Manuel de Rosas,artwork,-27.4510784,-58.9944098,,
Yolanda P. de Elizondo,artwork,-27.4514271,-58.9936548,,
Tres torsos,artwork,-27.45137,-58.9936025,,
Ave,artwork,-27.4374678,-58.9817328,,
La espera,artwork,-27.437568,-58.9816906,,
Sonido del universo,artwork,-27.4375836,-58.9815226,,
Eco Ranchos y dormir con llamas,guest_house,-23.6340377,-65.418326,,
El Balcon del Monje,cliff,-39.1444981,-68.2047734,,
Mujer - paz,artwork,-27.4438847,-58.9859281,,
Juana de Ibarbourou,artwork,-27.4454423,-58.9840154,,
Caminos de tiza,artwork,-27.4453659,-58.984109,,
General José de San Martín,artwork,-27.4453121,-58.9841647,,
Domingo Faustino Sarmiento,artwork,-27.4452942,-58.9840178,,
Esfuerzos compartidos,artwork,-27.4491107,-58.9791207,,
Hotel del Río,hotel,-40.8189116,-62.9747727,,Viedma
Cabañas Wara Kusi,guest_house,-24.6663158,-65.417366,,
Dubrovnik Appart Hotel,hotel,-37.2547844,-56.9653846,,
Leda,artwork,-27.4500372,-58.9840778,,
Virgen de Lourdes,artwork,-34.2689569,-62.6892704,,Rufino
San Martín,artwork,-40.1062091,-64.4529491,,
Virgen del Valle,wayside_shrine,-28.4602659,-65.7747571,,
Islas Malvinas,memorial,-39.424253,-65.6997098,,
Lentes,artwork,-39.424608,-65.7001032,,
Monumento a la Madre,memorial,-39.425625,-65.701457,,
Monumento a los Inmigrantes,memorial,-39.426102,-65.7020855,,
Dragón,artwork,-39.4221852,-65.7006352,,
San Martín,artwork,-39.4214972,-65.7072441,,
Torito espacial,artwork,-27.4585823,-58.9859528,,
Señales,artwork,-27.4589378,-58.9862435,,
Madre,artwork,-27.4584343,-58.9863239,,
Meciendo recuerdos,artwork,-27.4630578,-58.9911023,,
Dúo,artwork,-27.4596803,-58.9876593,,
Dulce vivencia,artwork,-27.4579287,-58.9835223,,
Construyamos juntos el mundo que soñamos,artwork,-27.4576792,-58.9833892,,
Maternidad,artwork,-27.4568138,-58.982431,,
Mensaje,artwork,-27.4389883,-58.9857258,,
Edén,attraction,-34.6513177,-58.8329936,,La Reja
Mar y Cielo,hotel,-38.5781493,-58.7286704,,
De la calle,artwork,-27.4509007,-58.9826738,,
Cámping Municipal de Lamarque,camp_site,-39.4228689,-65.7180292,,
Buena Vista,hostel,-23.2101241,-65.3476524,,
Madre nuestra,artwork,-27.4424422,-58.9943989,,
Cuando cantaba el N'viké II,artwork,-27.4415567,-58.9936626,,
Un día ya no tendré miedo,artwork,-27.4445167,-58.9903662,,
Fuerza interior,artwork,-27.4482211,-58.9862321,,
Movi-viento,artwork,-27.4485032,-58.9858915,,
Dragón Rojo,artwork,-39.3107191,-65.7627778,,
Néstor Edgar Vivier,memorial,-39.3115983,-65.7637145,,
Monumento a la Madre,memorial,-39.3112637,-65.7628817,,
Ciclista,artwork,-39.3103724,-65.759761,,
"Cámping Municipal ""Rupancó""",camp_site,-39.2635835,-65.7642626,,
Edificio Hanami Zen,apartment,-27.0974401,-54.8969262,,
Museo Historico Brinkmann,museum,-30.8610281,-62.0381379,,Brinkmann
Puente del Diablo,attraction,-22.8911963,-65.535382,,
Mirador Sur,viewpoint,-30.8544845,-64.5486785,,
Anunciación,artwork,-27.4505913,-58.9887637,,
Desguache en el Riachuelo,artwork,-27.4372547,-58.9807674,,
Despegue final,artwork,-27.4368827,-58.9812301,,
Vestido,artwork,-27.4630669,-58.9752816,,
Sube y baja con dos perros,artwork,-27.4370364,-58.9812541,,
Burocracia II,artwork,-27.4371525,-58.9813158,,
Maternidad,artwork,-27.4552544,-58.9859604,,
Yolanda P. de Elizondo,artwork,-27.4555632,-58.9862989,,
Memorial Amanda Encaje,artwork,-27.4533388,-58.975276,,
Monumento Whipala,artwork,-27.4537756,-58.9747944,,
Matices,hostel,-50.3370294,-72.2437789,,
Viaje al interior,artwork,-27.4546259,-58.9853698,,
Sol,artwork,-27.456251,-58.9870851,,
Maternidad,artwork,-27.4570324,-58.9869096,,
Recordando,artwork,-27.4569946,-58.9868155,,
Grupo escultórico,artwork,-27.4569638,-58.9877243,,
Cerro Premier,peak,-37.1284817,-70.5876915,,
Hostel El Nico,hostel,-32.8262833,-69.9099083,,
El Cucurucho,peak,-38.9193923,-68.285439,,
A nuestros perros,artwork,-27.4437177,-58.9886796,,
Luna,artwork,-27.4484288,-58.9912833,,
Circus Hostel & Hotel,hostel,-34.619908,-58.3757116,,
Virgen de la Medalla Milagrosa,wayside_cross,-31.5529963,-68.5143867,,
América Apart Hotel,hotel,-31.5445448,-68.5045888,,Santa Lucía
Antonio Inocencio Garbini,memorial,-31.5422503,-68.5144666,,
Meseta Cuadrada,hill,-44.6679577,-67.7738081,,
Oficina Información touristica,information,-32.8978225,-68.8427541,,
Buscto a Vicenzo Bellini,artwork,-38.0456135,-57.5425644,,
Familia del Campo,hostel,-49.3288185,-72.8856252,,
Julia,artwork,-27.4560829,-58.9792129,,
Madre,artwork,-27.4581962,-58.9782555,,
Con los pies en la tierra y la nariz en el suelo,artwork,-27.4369921,-58.98141,,
Despedida,artwork,-27.4369132,-58.9814088,,
Plumas,artwork,-27.4369611,-58.981443,,
Espíritu del viento,artwork,-27.436322,-58.982697,,
Dialogando con Don Luis,artwork,-27.4368451,-58.9815064,,
Columna para Resistencia,artwork,-27.4368694,-58.9814673,,
Margarita paseando en monociclo por la Ciudad de las Esculturas,artwork,-27.4584224,-58.9807367,,
Seducción II,artwork,-27.45828,-58.979883,,
Los Ciervos,artwork,-40.1600706,-71.3605233,,
Monumento a la Madre,memorial,-39.2944251,-65.6601526,,
Monumento al Bombero,memorial,-39.2957067,-65.6585922,,
Evita,artwork,-39.2941903,-65.6605487,,
Primeros Pobladores,memorial,-39.2949032,-65.6595535,,
Villegas,artwork,-39.2955255,-65.6588202,,
San Martín,artwork,-39.2959885,-65.6582617,,
Sarmiento,artwork,-39.2976017,-65.6562977,,
Crucero General Belgrano,memorial,-39.2989912,-65.6497246,,
Belgrano,artwork,-45.692145,-70.2626074,,
Punto de encuentro,artwork,-27.451306,-58.9914942,,
Félix Codutti,artwork,-27.4483741,-58.9976383,,
Contracara,artwork,-27.4593984,-58.9842424,,
Despojo,artwork,-27.4610709,-58.9823599,,
Columna ritual,artwork,-27.4595683,-58.9942026,,
Leandro N. Alem,artwork,-27.4583408,-58.994354,,
Brayle,artwork,-27.4558667,-59.0002897,,
Esencias,artwork,-27.4523697,-58.9984657,,
La amistad,artwork,-27.4524182,-58.9817646,,
Almafuerte,artwork,-27.4523656,-58.9817899,,
Cabeza de Aldo,artwork,-27.4524104,-58.9817478,,
Maternidad,artwork,-27.4470894,-58.9839415,,
Ando Diabum - Un lugar para los sueños,artwork,-27.4369792,-58.9828611,,
Construcción progresiva,artwork,-27.4371606,-58.982471,,
Mi profecía,artwork,-27.4372545,-58.9822515,,
En busca del sol,artwork,-27.4372641,-58.9822076,,
Sonido de colores,artwork,-27.4372219,-58.982186,,
PT-18,artwork,-27.4369651,-58.9820269,,
Acrilomanía,artwork,-27.437144,-58.9820529,,
Procesión de destellos,artwork,-27.4515422,-58.9764117,,
Magnetismo,artwork,-27.4553886,-58.9807071,,
"Trabajadoras de hoy, madres de nuestro futuro",artwork,-27.4544372,-58.979352,,
Homenaje a Trento - Encuentros II,artwork,-27.4407358,-58.9890215,,
Forma,artwork,-27.4535774,-58.9856495,,
Crisol de razas,artwork,-27.4395974,-58.9847216,,
Jesus,monument,-34.4542662,-58.6199427,,
La Escollera del León,attraction,-38.0481543,-57.5308208,,
Entre las rocas,viewpoint,-49.2801748,-72.984116,,
Municipios Rionegrinos,memorial,-40.8083734,-62.994761,,
Abuelas y Madres de Plaza de Mayo,memorial,-40.8084422,-62.9947752,,
Casa Reconquista,hotel,-32.8900055,-68.8507245,,
Serranía de Hornocal,attraction,-23.1973725,-65.1933539,,
Donación José Roger Balet - Edificio N° 17,memorial,-40.8087349,-62.9976433,,
Hotel Frontera,hotel,-22.1027086,-65.5987899,,
Recibiendo al Sol,artwork,-27.4430956,-58.9886619,,
Parejas II,artwork,-27.4412162,-58.9832479,,
El Olimpo,chalet,-25.9821704,-54.5806828,,Colonia Wanda
Gato y Mancha,memorial,-45.5943056,-69.0710327,,
Los Lapachos Lodge,chalet,-25.8277036,-54.5373911,,Puerto Libertad
PIleta El Trébol,camp_site,-25.8298834,-54.5366369,,
Blusky Lodge,chalet,-25.8453599,-54.532433,,Puerto Libertad
A.R.A San Juan,artwork,-38.0334093,-57.5290207,,
Homenaje a Los 44 Tripulantes,artwork,-38.0334904,-57.5290831,,
Arroyo Las Minas,attraction,-41.8284075,-71.1108174,,
Museo,museum,-31.3230053,-62.8137893,,
Cerro Kennedy,peak,-50.0528888,-73.4099991,,
Balneario El Puente,picnic_site,-31.0094412,-62.7886033,,
Balneario El Puente,picnic_site,-31.0114021,-62.7887683,,
Balneario El Puente,attraction,-31.011217,-62.789011,,
Camping Los Sanavirones,camp_site,-30.9041924,-62.667295,,
Days Inn & Suites,hotel,-34.9136878,-57.9474688,Buenos Aires,La Plata
Grand Brizo La Plata,hotel,-34.9173294,-57.9515156,Buenos Aires,La Plata
Hostería Municipal,chalet,-28.9176553,-65.3294494,,
Cerro Torino,peak,-49.8758906,-73.6007028,,
Mariposita de San Telmo,hotel,-34.6198149,-58.3792578,,Buenos Aires
Cerro Gemelos,peak,-50.7583761,-73.1668044,,
Galería de Arte Olga Noya,gallery,-30.7571322,-57.9797835,,
Complejo turístico Aires del Moconá,chalet,-27.2797929,-54.1942305,,
A La Memoria De Aquellos Años Dorados,artwork,-33.7431464,-61.9617188,,
San Martín,memorial,-45.3087586,-69.9742317,,
Bienvenidos a Facundo,information,-45.3110015,-69.9768209,,
Albergue Municipal,hostel,-44.0516071,-70.5835568,,
Cerro de la Cruz,peak,-44.0585749,-70.5853592,,
Información Turística,information,-27.0980726,-66.828845,,
Hospedaje G-V Villa Vil,guest_house,-27.093769,-66.8221404,,
Camping G-V Villa Vil,camp_site,-27.093991,-66.8224188,,
Hospedaje Cruz,guest_house,-27.0967976,-66.8242009,,
Complejo Termal Villa Vil,attraction,-27.1137736,-66.8233789,,
Información Turística,information,-26.4820403,-67.2582892,,
Camping Colonia San Miguel,camp_site,-36.9512489,-60.1083782,,
Favre Suites,hotel,-31.7348504,-65.0212038,,
Museo Arqueológico,museum,-28.577122,-67.4588831,,
Carlos Monge,artwork,-27.436859,-58.981979,,
Pitón,artwork,-27.4369038,-58.9819032,,
Antena estear,artwork,-27.4369487,-58.9818387,,
Tiempo,artwork,-27.4364754,-58.9814141,,
Simpleza,artwork,-27.4681731,-58.9822615,,
Escape,artwork,-27.4647735,-58.9828351,,
Abstracto figurativo,artwork,-27.4366128,-58.9813636,,
"Habitus, antihabitus",artwork,-27.4366633,-58.9813933,,
Obelisco,artwork,-27.4392862,-58.9857119,,
Multiplicidad,artwork,-27.4382782,-58.981211,,
Ritmo cósmico,artwork,-27.4398051,-58.9851251,,
Reflejo de la Luna,artwork,-27.4683412,-58.9823156,,
"Theotokos ""La que dio a luz a Dios""",artwork,-27.4361412,-58.9813118,,
Imagine,artwork,-27.4362152,-58.9816075,,
Más allá de las nubes,artwork,-27.4443549,-58.9755774,,
Aguilas,artwork,-32.8915175,-64.8674859,,
pintura jorge gallo,artwork,-32.8958401,-64.8656694,,
La Cruz,artwork,-32.885858,-64.8641244,,
Barrio Terrazas del Neuquén,information,-38.9267037,-68.0762712,,
Mirador del Kaiken,hotel,-54.7940761,-68.2822137,,
Mirador del Kaiken,hotel,-54.7941785,-68.2884076,,
La Leona,hotel,-49.8083527,-72.0534517,,
Residencia Paez,hostel,-25.6026926,-54.5782393,,Puerto Iguazú
Los Mussini,chalet,-43.0841088,-71.4623426,,Trevelin
Lo de Carmen Apart,chalet,-25.6056673,-54.5763737,,Puerto Iguazú
Terra Iguazú Alojamiento,hotel,-25.6054755,-54.5760576,,Puerto Iguazú
Colectivo Abandonado,attraction,-31.3352925,-64.431298,,
La Casita de Mis Sueños,chalet,-31.1928205,-64.4784333,,
Mirador del Indio,viewpoint,-31.8951179,-64.7797221,,
Camping Municipal,camp_site,-32.9003488,-64.8409385,,
Hotel Vita Piena,hotel,-34.4866711,-64.171044,,Mattaldi
Cabañas Adelu,chalet,-32.2132316,-58.1675733,,
Complejo Ruca Anay,chalet,-32.1924914,-58.1824061,,
Primeros pasos,artwork,-27.4475315,-58.9816663,,
Fuerzas en equilibrio,artwork,-27.4535106,-58.9750808,,
Punta Mirador,cape,-40.6636619,-71.3445247,,
La Gruta,cave_entrance,-40.6327574,-71.3684168,,
Virgen de la Gruta,wayside_shrine,-40.6327911,-71.3685146,,
Sarmiento,artwork,-27.3557101,-55.8931801,,
Alicia Moreau de Justo,artwork,-27.4830357,-58.950476,,
A la mar,artwork,-27.479025,-58.9536483,,
María Eva Duarte de Perón,artwork,-27.4830107,-58.9504402,,
Juan Domingo Perón,artwork,-27.4829777,-58.950471,,
Constitución,artwork,-27.4829966,-58.9505641,,
Virgen de Lourdes,wayside_shrine,-42.051248,-71.1652338,,
San Martín,artwork,-42.0504083,-71.1678023,,
Belgrano,artwork,-42.050143,-71.1678277,,
Monumento a los Trabajadores Ferroviarios,memorial,-42.0520161,-71.1639005,,
Monumento a Carlos Benavídez,memorial,-42.0521381,-71.1574646,,
Monumento a Padre Urbano Salort,memorial,-42.0519101,-71.1571906,,
Cerro Heim,peak,-50.1637168,-73.3702137,,
Alta Montaña,apartment,-49.3311964,-72.8859579,,El Chaltén
Amantes,artwork,-27.4496137,-58.9871292,,
Figura en movimiento,artwork,-27.4492987,-58.9871481,,
Quinre,artwork,-27.4493823,-58.9870517,,
Armonía,artwork,-27.4471111,-58.9822911,,
Cosmogonía del agua,artwork,-27.4531795,-58.9881626,,
Adolescentes,artwork,-27.4482915,-58.9781845,,
Enamorarse,artwork,-27.4119494,-58.9624663,,
Cerro Indio Muerto,peak,-40.9329748,-70.8571649,,
Cerro Bayo,peak,-40.952766,-70.8435606,,
Cerro Mesa,peak,-40.9304667,-70.7950445,,
Loma Carhué,peak,-40.9226566,-70.6093656,,
Meseta del Portillo,peak,-40.8584652,-70.749455,,
Cerro Guacho,peak,-41.2245718,-70.85984,,
Hotel Ñiqén,hotel,-38.5812301,-58.7330974,,
Ermita Virgen María,wayside_shrine,-32.8940454,-64.8662344,,
Monumento a la Madre,memorial,-40.1568371,-71.3518384,,
Ciervo,artwork,-40.1562097,-71.3520038,,
Loma Atravesada,peak,-40.1291364,-71.3984128,,
La Angostura,strait,-40.153208,-71.628499,,
Angostura,strait,-41.0717126,-71.5633597,,
Punta Verde,cape,-41.0451276,-71.5395787,,
Abra Grande,valley,-41.0188876,-71.3937328,,
Punta Quetrihué,cape,-40.8658309,-71.6177839,,
Punta Rada,cape,-40.8635269,-71.5888505,,
Cerro Alto,peak,-39.9368142,-71.209881,,
Villa María,attraction,-38.9645306,-68.0592674,,Neuquén
Tacuara Lodge,chalet,-27.4386288,-55.0659146,,Campo Ramón
Comuna 1,information,-34.6217675,-58.3661615,,
Museo,museum,-28.5546172,-67.6258197,,
Hospedaje,chalet,-28.5521575,-67.6264943,,
Departamentos Terrazas del Gracian,apartment,-28.1639475,-65.7919507,,La Puerta
Radio Club Venado Tuerto,memorial,-33.7450521,-61.9679372,,
La Puntilla del Peligro,cape,-40.1773897,-71.5769996,,
Mirador del Turbal,viewpoint,-54.5208028,-67.2669173,,
Museo Casa El Rosedal,museum,-27.2622478,-65.3529972,,
Mirador Cordon de Grava,viewpoint,-54.5214692,-67.2645637,,
Maria's place,attraction,-34.6082286,-58.4146719,,
MyDios,hotel,-27.22394,-61.1897521,,
Baldosa Blanca,memorial,-34.9237525,-57.9503892,,
Escudos de Las Provincias,memorial,-38.0035106,-57.5426788,,
Forma y seducción,artwork,-27.4498695,-58.9912692,,
La loba,artwork,-27.4502729,-58.9909276,,
Punta Millaqueo,cape,-41.0025898,-71.5620334,,
Punta Patria,cape,-41.0179748,-71.732057,,
Playa de las Arañas,beach,-41.0379932,-71.6756526,,
Punta Verde,cape,-40.881452,-71.5325269,,
Península Mascardi,peninsula,-41.3392611,-71.5461137,,
El Bidetazo,attraction,-38.0106336,-57.531641,,
Gabriel García Márquez,memorial,-34.5721462,-58.4166091,,
Jesus,artwork,-37.004923,-57.117948,,
Mons Hostel,hostel,-34.5879418,-58.3954275,,
Cerro Carlitos,peak,-40.974343,-71.5151627,,
Cerro Bella Vista,peak,-40.9554766,-71.5341298,,
Punta Sur,cape,-41.0299519,-71.4913005,,
Posada Cavieres,hotel,-33.0119909,-68.7556995,,
Camping 23,camp_site,-37.7814572,-67.743325,,
Camping agreste,camp_site,-39.269253,-68.7410957,,
TangoHogar,hotel,-34.6186211,-58.3766951,,
Arte de Milo,artwork,-34.591167,-58.4025347,,
San Expedito,wayside_shrine,-37.2443901,-56.9684047,,
Homenaje Cabo Antonio Barrera,memorial,-38.9384544,-67.9961969,,
La aldea,hotel,-30.9159246,-62.6796791,,
Marchetti,hotel,-30.9151199,-62.6782577,,
Tumba Carlos Gardel,tomb,-34.590848,-58.4547741,,
Aves,artwork,-30.9165143,-62.6793453,,Miramar de Ansenuza
Río de los Pájaros,chalet,-27.2691576,-54.2111405,,
Mirador Río Correntoso,viewpoint,-40.7359376,-71.6717745,,
Vuelo,artwork,-27.4525457,-58.9862096,,
Sarmiento,artwork,-40.1551652,-71.3474618,,
Punta Encanto,hotel,-30.9029308,-62.6710485,,
Museo Fotográfico,museum,-30.9148039,-62.6760404,,
Ciencias Naturales,museum,-30.9135433,-62.6753653,,
Hotel Boutique,hotel,-30.9057006,-62.6677869,,
Maral 43,hotel,-38.0082505,-57.5401491,,
Avenida del Mar Apart Hotel,hotel,-38.0076427,-57.5405968,,
Museo H. D. Gatica,museum,-31.8929333,-66.0907487,,
Torre de la Vida,artwork,-30.75858,-57.9885757,,
Trail end point - Lagun Esmeralda,attraction,-54.7218808,-68.1234801,,
Laguna del Diablo,attraction,-54.8130656,-68.3437138,,
Virgen María con el Niño Jesús,artwork,-31.6583773,-64.4092401,,
Monumento a Isabel La Catolica,memorial,-38.0057702,-57.5439714,,
Venus de Milo,artwork,-38.0059525,-57.542657,,
Avioncitos,monument,-33.0917741,-64.2918326,,
Guanta no más,artwork,-27.4332988,-58.9840709,,
Post guerra,artwork,-27.4476933,-58.9814731,,
Equinoccio,artwork,-27.4411414,-59.0015951,,
Centro de Bienvenida al Turista,information,-34.6098092,-58.3721696,,Ciudad Autónoma de Buenos Aires
Buenos Aires Museo,museum,-34.6098651,-58.372177,,Ciudad Autónoma de Buenos Aires
Camping Pichachen,camp_site,-37.4433149,-70.6356763,,
Playa Centro,beach,-38.0073724,-57.534684,,
Mirador Cristal,viewpoint,-50.5488228,-72.7982918,,
Hotel Florentino,hotel,-34.6125658,-58.4101572,,
Termas El Surgente,attraction hot_spring,-34.0790247,-64.2213742,,
La casona del Norte,hostel,-24.194508,-65.3211461,,
Hosteria Villarino,guest_house,-40.4471784,-71.5416901,,
Gabriela Mistral,memorial,-31.5367093,-68.5176069,,
Hotel Dorado,hotel,-34.8712481,-61.5295587,,
José Americo Orzali,memorial,-31.5359273,-68.5172659,,
La vida es una para toda la vida,artwork,-27.4465643,-58.9936805,,
Cabañas Calderon,wilderness_hut,-34.6057749,-68.3598897,,
Cabañas Ernestina,chalet,-31.7272463,-64.4178539,,
Residencia Jose María | Departamentos,chalet,-32.0750596,-64.5342782,,
Mi nueva vida departamentos,chalet,-32.0631119,-64.5428442,,
Apart Los Gorriones,chalet,-32.066186,-64.5546058,,
Cabañas Simpson,chalet,-32.063468,-64.5354462,,
Ausencia,artwork,-27.4508686,-58.9744719,,
El Zapallo,artwork,-27.4600118,-59.0015334,,
Cueva del Gato,attraction,-27.4603854,-55.5679906,,
Reserva Don Rodolfo,information,-27.4572201,-55.5645374,,
Sendero de la Cueva del Gato,information,-27.4603506,-55.5670518,,
Sendero de la Cornisa,information,-27.4606422,-55.5667756,,
El Caserio Jujuy,chalet,-23.9675527,-65.4600347,,Barcena
Monumento Malvinas,memorial,-47.7563972,-65.8904747,,
"Prefectura en Malvinas ""Tigres del Mar""",memorial,-47.7577523,-65.8981807,,
Fernando de Magallanes,artwork,-47.7584723,-65.8993391,,
Recuerdo de Puerto Deseado,attraction,-47.7585543,-65.8998608,,
Punta Cascajo,cape,-47.7587644,-65.8997629,,
Ancla,memorial,-47.756726,-65.9004628,,
Mario Brozoski,memorial,-47.7562283,-65.9018771,,
Stella Maris,wayside_shrine,-47.757603,-65.9028939,,
Ancla,memorial,-47.7564629,-65.9017673,,
Monumento a la Paz,memorial,-47.7570663,-65.8972455,,
San Martín,memorial,-47.7516183,-65.9013417,,
Gran Hotel Provincial,hotel,-31.5370289,-68.5239272,,
Four,artwork,-38.9342512,-68.0011487,,
Mirador del condor,viewpoint,-54.7868975,-68.4027346,,
Mapa Puerto San Julián,information,-49.3131424,-67.7149295,,
Magallanes,memorial,-49.3119896,-67.7155408,,
Caídos en Malvinas,memorial,-49.310303,-67.7167708,,
Anna (De Hamburgo),wreck,-36.851664,-56.6763532,,
Mapa Puerto San Julián,information,-49.30135,-67.7206271,,
AyE Cipolletti,memorial,-38.9361082,-67.9982898,,
Nina Hostel,hostel,-41.138305,-71.3070356,,
San Martín,artwork,-49.3119636,-67.7167882,,
Monumento a la Madre,memorial,-49.3066075,-67.7306509,,
Cartel Puerto San Julián,attraction,-49.304956,-67.7349307,,
Carreta,attraction,-49.3091102,-67.7242091,,
Maquinarias Históricas,attraction,-49.3084865,-67.7311591,,
Soldado,artwork,-49.301189,-67.7245664,,
Punta Tumba,cape,-49.262621,-67.6906374,,
Punta Caldera,cape,-49.3007793,-67.7197392,,
Museo del Campo,museum,-49.3131733,-67.7162696,,
Cabo Curioso,cape,-49.179752,-67.6103507,,
